"names_tomatch","nest","fixed_best","min_fixed","partial_best","min_partial","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45"
"vatomandry","MG31307","vatomandry",0,"vatomandry",0,"vatomandry","maintinandry","iamborano","ambalabe","tsarasambo","sahamatevina","ambalavolo","niherenana","ilaka est","tsivangiana","ampasimazava","ifasina i","ifasina ii","amboditavolo","ampasimadinika","ambodivoananto","niarovana caroline","antanambao mahatsara","tanambao vahatrakaka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MG31307","vatomandry",NA,"vatomandry",NA,"vatomandry","ambodivoananto","maintinandry","tanambao vahatrakaka","tsarasambo","sahamatevina","antanambao mahatsara","iamborano","ambalavolo","amboditavolo","niherenana","ilaka est","niarovana caroline","tsivangiana","ampasimazava","ampasimadinika","ifasina i","ambalabe","ifasina ii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mahatsara","MG31307","ambalabe",6,"antanambao mahatsara",0,"ambalabe","maintinandry","tsarasambo","sahamatevina","iamborano","niherenana","vatomandry","ambalavolo","ilaka est","tsivangiana","ampasimazava","ifasina i","ifasina ii","amboditavolo","ampasimadinika","ambodivoananto","antanambao mahatsara","tanambao vahatrakaka","niarovana caroline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vatomandry i","MG31307","vatomandry",2,"vatomandry",2,"vatomandry","maintinandry","sahamatevina","iamborano","ifasina i","ambalavolo","tsivangiana","ambalabe","ifasina ii","tsarasambo","amboditavolo","niherenana","ilaka est","ampasimazava","ampasimadinika","ambodivoananto","niarovana caroline","tanambao vahatrakaka","antanambao mahatsara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"niarovana caroline","MG31307","niarovana caroline",0,"niarovana caroline",0,"niarovana caroline","vatomandry","tsarasambo","sahamatevina","iamborano","ambalavolo","niherenana","tsivangiana","ifasina i","ifasina ii","maintinandry","amboditavolo","ilaka est","ampasimadinika","ambalabe","ambodivoananto","ampasimazava","tanambao vahatrakaka","antanambao mahatsara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tsarasambo","MG31307","tsarasambo",0,"tsarasambo",0,"tsarasambo","ambalabe","iamborano","ambalavolo","ilaka est","tsivangiana","ifasina i","ifasina ii","vatomandry","sahamatevina","niherenana","amboditavolo","ampasimazava","ambodivoananto","maintinandry","ampasimadinika","niarovana caroline","tanambao vahatrakaka","antanambao mahatsara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tsivangiana","MG31307","tsivangiana",0,"tsivangiana",0,"tsivangiana","niherenana","tsarasambo","iamborano","ifasina i","vatomandry","maintinandry","sahamatevina","ilaka est","ampasimazava","ambalabe","ifasina ii","ambodivoananto","ambalavolo","ampasimadinika","amboditavolo","niarovana caroline","tanambao vahatrakaka","antanambao mahatsara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ifasina ii","MG31307","ifasina ii",0,"ifasina ii",0,"ifasina ii","ifasina i","ilaka est","tsarasambo","iamborano","niherenana","ampasimazava","ampasimadinika","vatomandry","maintinandry","tsivangiana","ambalabe","sahamatevina","ambalavolo","amboditavolo","ambodivoananto","niarovana caroline","antanambao mahatsara","tanambao vahatrakaka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vatomandry rv","MG31307","vatomandry",3,"vatomandry",3,"vatomandry","maintinandry","sahamatevina","iamborano","tsarasambo","ambalavolo","tsivangiana","ampasimazava","ampasimadinika","ifasina i","ambalabe","ifasina ii","amboditavolo","niherenana","ilaka est","ambodivoananto","niarovana caroline","antanambao mahatsara","tanambao vahatrakaka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ilaka est","MG31307","ilaka est",0,"ilaka est",0,"ilaka est","ifasina i","ambalabe","ifasina ii","tsarasambo","iamborano","ambalavolo","vatomandry","sahamatevina","niherenana","tsivangiana","maintinandry","ampasimazava","amboditavolo","ambodivoananto","ampasimadinika","niarovana caroline","tanambao vahatrakaka","antanambao mahatsara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","MG31307","ambalabe",8,"vatomandry",0,"ambalabe","iamborano","ilaka est","ifasina i","vatomandry","tsarasambo","ambalavolo","niherenana","ifasina ii","tsivangiana","maintinandry","sahamatevina","amboditavolo","ampasimazava","ambodivoananto","ampasimadinika","niarovana caroline","tanambao vahatrakaka","antanambao mahatsara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambilakely","MG31307","ambalavolo",4,"ambalavolo",4,"ambalavolo","ambalabe","amboditavolo","iamborano","ilaka est","vatomandry","maintinandry","ampasimazava","ambodivoananto","ifasina i","ifasina ii","tsarasambo","sahamatevina","niherenana","tsivangiana","ampasimadinika","tanambao vahatrakaka","niarovana caroline","antanambao mahatsara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambalavolo","MG31307","ambalavolo",0,"ambalavolo",0,"ambalavolo","amboditavolo","ambalabe","iamborano","ambodivoananto","tsarasambo","ilaka est","ampasimazava","vatomandry","sahamatevina","ifasina i","maintinandry","niherenana","tsivangiana","ampasimadinika","ifasina ii","niarovana caroline","tanambao vahatrakaka","antanambao mahatsara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soavimatevina","MG31307","sahamatevina",3,"sahamatevina",3,"sahamatevina","ampasimazava","ampasimadinika","niherenana","tsivangiana","ifasina i","ifasina ii","vatomandry","iamborano","ambalavolo","ilaka est","maintinandry","tsarasambo","amboditavolo","ambalabe","ambodivoananto","niarovana caroline","tanambao vahatrakaka","antanambao mahatsara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mahanoro","MG31308","mahanoro",0,"mahanoro",0,"mahanoro","masomeloka","tsaravinany","befotaka","ambodiharina","manjakandriana","ambodibonara","ambinanindrano","betsizaraina","ambinanidilana","ankazotsifantatra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MG31308","mahanoro",NA,"mahanoro",NA,"mahanoro","betsizaraina","tsaravinany","ambodiharina","manjakandriana","masomeloka","ambinanidilana","ambodibonara","ankazotsifantatra","ambinanindrano","befotaka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mahanoiro","MG31308","mahanoro",1,"mahanoro",1,"mahanoro","masomeloka","tsaravinany","ambodiharina","manjakandriana","ambodibonara","ambinanindrano","befotaka","betsizaraina","ambinanidilana","ankazotsifantatra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankazotsifantatra","MG31308","ankazotsifantatra",0,"ankazotsifantatra",0,"ankazotsifantatra","ambodibonara","betsizaraina","ambodiharina","manjakandriana","mahanoro","tsaravinany","ambinanidilana","ambinanindrano","befotaka","masomeloka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambodiharana","MG31308","ambodiharina",1,"ambodiharina",1,"ambodiharina","ambodibonara","betsizaraina","ambinanidilana","ambinanindrano","mahanoro","manjakandriana","masomeloka","befotaka","tsaravinany","ankazotsifantatra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambinanindrano","MG31308","ambinanindrano",0,"ambinanindrano",0,"ambinanindrano","ambinanidilana","ambodiharina","manjakandriana","ambodibonara","mahanoro","tsaravinany","betsizaraina","masomeloka","befotaka","ankazotsifantatra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambinanidilana","MG31308","ambinanidilana",0,"ambinanidilana",0,"ambinanidilana","ambinanindrano","ambodiharina","manjakandriana","ambodibonara","betsizaraina","tsaravinany","masomeloka","mahanoro","befotaka","ankazotsifantatra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambalakininina","MG31308","ambinanidilana",6,"ambinanidilana",6,"ambinanidilana","ambodiharina","ambinanindrano","manjakandriana","ambodibonara","tsaravinany","mahanoro","betsizaraina","masomeloka","befotaka","ankazotsifantatra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tsaravinany","MG31308","tsaravinany",0,"tsaravinany",0,"tsaravinany","betsizaraina","mahanoro","ambinanindrano","ambodiharina","manjakandriana","masomeloka","ambinanidilana","ambodibonara","befotaka","ankazotsifantatra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambohimilanja","MG31309","ambohimilanja",0,"ambohimilanja",0,"ambohimilanja","ambodivoangy","ambodinonoka","amboasary","lohavanana","marolambo","betampona","ambatofisaka ii","ambalapaiso ii","anosiarivo i","andonabe sud","androrangavola","tanambao rabemanana","sahakevo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MG31309","marolambo",NA,"marolambo",NA,"marolambo","betampona","tanambao rabemanana","andonabe sud","ambalapaiso ii","ambodivoangy","ambohimilanja","ambatofisaka ii","androrangavola","anosiarivo i","amboasary","lohavanana","ambodinonoka","sahakevo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambatofisaka ii","MG31309","ambatofisaka ii",0,"ambatofisaka ii",0,"ambatofisaka ii","ambalapaiso ii","ambodivoangy","ambohimilanja","amboasary","ambodinonoka","marolambo","anosiarivo i","betampona","andonabe sud","lohavanana","sahakevo","androrangavola","tanambao rabemanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambodivoahangy","MG31309","ambodivoangy",2,"ambodivoangy",2,"ambodivoangy","ambohimilanja","amboasary","ambodinonoka","ambatofisaka ii","lohavanana","marolambo","ambalapaiso ii","anosiarivo i","betampona","andonabe sud","androrangavola","sahakevo","tanambao rabemanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"marolambo","MG31309","marolambo",0,"marolambo",0,"marolambo","amboasary","sahakevo","betampona","ambodivoangy","ambohimilanja","anosiarivo i","lohavanana","ambodinonoka","andonabe sud","ambalapaiso ii","androrangavola","ambatofisaka ii","tanambao rabemanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lohavanana","MG31309","lohavanana",0,"lohavanana",0,"lohavanana","betampona","ambohimilanja","amboasary","sahakevo","marolambo","ambodivoangy","ambodinonoka","andonabe sud","androrangavola","anosiarivo i","ambalapaiso ii","tanambao rabemanana","ambatofisaka ii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amboasary","MG31309","amboasary",0,"amboasary",0,"amboasary","ambodivoangy","marolambo","betampona","ambohimilanja","lohavanana","ambodinonoka","sahakevo","andonabe sud","ambalapaiso ii","ambatofisaka ii","anosiarivo i","androrangavola","tanambao rabemanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anosiarivo","MG31309","anosiarivo i",2,"anosiarivo i",0,"anosiarivo i","marolambo","amboasary","sahakevo","andonabe sud","ambodivoangy","androrangavola","lohavanana","ambodinonoka","betampona","ambalapaiso ii","ambohimilanja","ambatofisaka ii","tanambao rabemanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"androrangavola","MG31309","androrangavola",0,"androrangavola",0,"androrangavola","andonabe sud","anosiarivo i","ambodinonoka","marolambo","amboasary","lohavanana","betampona","ambodivoangy","ambohimilanja","sahakevo","tanambao rabemanana","ambalapaiso ii","ambatofisaka ii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambodinonoka","MG31309","ambodinonoka",0,"ambodinonoka",0,"ambodinonoka","ambodivoangy","ambohimilanja","amboasary","marolambo","betampona","androrangavola","anosiarivo i","lohavanana","andonabe sud","ambalapaiso ii","ambatofisaka ii","sahakevo","tanambao rabemanana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moramanga","MG31309","lohavanana",5,"androrangavola",3,"lohavanana","marolambo","betampona","ambodivoangy","ambohimilanja","amboasary","ambodinonoka","sahakevo","androrangavola","andonabe sud","anosiarivo i","tanambao rabemanana","ambalapaiso ii","ambatofisaka ii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MG31310","toamasina suburbaine",NA,"toamasina suburbaine",NA,"toamasina suburbaine","antetezambaro","fanandrana","ambodiriana","ampasimadinika manambolo","amboditandroroho","mahavelona (foulpointe)","sahambala","ambodilazana","ampasimbe onibe","mangabe","amporoforo","antenina","andondabe","ampisokina","andranobolaha","fito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ampasimadinika","MG31310","ampasimbe onibe",6,"ampasimadinika manambolo",0,"ampasimbe onibe","ampisokina","ambodilazana","ambodiriana","fanandrana","ampasimadinika manambolo","antenina","amboditandroroho","sahambala","mangabe","amporoforo","antetezambaro","andondabe","andranobolaha","fito","toamasina suburbaine","mahavelona (foulpointe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"toamasina rv","MG31310","toamasina suburbaine",9,"toamasina suburbaine",2,"toamasina suburbaine","fanandrana","sahambala","mangabe","amporoforo","antenina","ampisokina","ambodiriana","ambodilazana","andondabe","antetezambaro","ampasimbe onibe","fito","andranobolaha","amboditandroroho","ampasimadinika manambolo","mahavelona (foulpointe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambalamanasy","MG31310","ambodilazana",6,"sahambala",6,"ambodilazana","ambodiriana","fanandrana","sahambala","ampisokina","mangabe","antenina","antetezambaro","ampasimbe onibe","amporoforo","andondabe","andranobolaha","amboditandroroho","fito","toamasina suburbaine","ampasimadinika manambolo","mahavelona (foulpointe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"toamasina ii sub urbaine","MG31310","toamasina suburbaine",4,"toamasina suburbaine",4,"toamasina suburbaine","ampasimbe onibe","fanandrana","ambodiriana","ampasimadinika manambolo","ampisokina","mahavelona (foulpointe)","ambodilazana","mangabe","antetezambaro","amboditandroroho","sahambala","antenina","andondabe","andranobolaha","amporoforo","fito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antetezambaro","MG31310","antetezambaro",0,"antetezambaro",0,"antetezambaro","antenina","sahambala","andondabe","fanandrana","ambodilazana","mangabe","amporoforo","andranobolaha","ambodiriana","ampisokina","fito","amboditandroroho","ampasimbe onibe","toamasina suburbaine","ampasimadinika manambolo","mahavelona (foulpointe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mahavelona","MG31310","fanandrana",6,"mahavelona (foulpointe)",0,"fanandrana","sahambala","antenina","mangabe","ampisokina","ambodiriana","ambodilazana","amporoforo","andondabe","fito","ampasimbe onibe","andranobolaha","antetezambaro","amboditandroroho","mahavelona (foulpointe)","toamasina suburbaine","ampasimadinika manambolo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amporoforo","MG31310","amporoforo",0,"amporoforo",0,"amporoforo","ampisokina","ambodiriana","andondabe","fito","amboditandroroho","ambodilazana","mangabe","antenina","antetezambaro","fanandrana","sahambala","andranobolaha","ampasimbe onibe","toamasina suburbaine","mahavelona (foulpointe)","ampasimadinika manambolo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"toamasina ii","MG31310","toamasina suburbaine",9,"toamasina suburbaine",2,"toamasina suburbaine","fanandrana","sahambala","mangabe","antenina","ampisokina","ambodiriana","ambodilazana","ampasimbe onibe","amporoforo","andondabe","fito","antetezambaro","andranobolaha","amboditandroroho","ampasimadinika manambolo","mahavelona (foulpointe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soanierana ivongo","MG31310","antenina",11,"andranobolaha",10,"antenina","antetezambaro","fanandrana","andranobolaha","amboditandroroho","sahambala","amporoforo","ambodiriana","ambodilazana","ampasimbe onibe","mangabe","andondabe","ampisokina","fito","toamasina suburbaine","ampasimadinika manambolo","mahavelona (foulpointe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soanerana ivongo","MG31310","fanandrana",11,"andranobolaha",9,"fanandrana","antenina","andranobolaha","antetezambaro","ambodiriana","amboditandroroho","sahambala","mangabe","amporoforo","andondabe","ampisokina","ambodilazana","ampasimbe onibe","fito","toamasina suburbaine","mahavelona (foulpointe)","ampasimadinika manambolo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"brickaville","MG31310","sahambala",9,"toamasina suburbaine",7,"sahambala","mangabe","ambodiriana","antenina","andondabe","ampisokina","fito","fanandrana","ambodilazana","amporoforo","antetezambaro","andranobolaha","ampasimbe onibe","amboditandroroho","toamasina suburbaine","ampasimadinika manambolo","mahavelona (foulpointe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sainte marie","MG31310","mangabe",8,"antetezambaro",7,"mangabe","antenina","andondabe","antetezambaro","fanandrana","sahambala","ampasimbe onibe","amporoforo","fito","ambodiriana","ambodilazana","ampisokina","andranobolaha","toamasina suburbaine","amboditandroroho","ampasimadinika manambolo","mahavelona (foulpointe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MG31311","antanambao manampontsy",NA,"antanambao manampontsy",NA,"antanambao manampontsy","mahela","saivaza","antanandehibe","manakana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MG32302","sainte marie",0,"sainte marie",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambodifototra","MG32302","sainte marie",0,"sainte marie",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nosy boraha","MG32302","sainte marie",0,"sainte marie",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambodifotatra","MG32302","sainte marie",0,"sainte marie",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andapatsara","MG32302","sainte marie",0,"sainte marie",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maroantsetra","MG32303","maroantsetra",0,"maroantsetra",0,"maroantsetra","anjanazana","ambanizana","mahalevona","rantabe","morafeno","manambolo","andranofotsy","ankofa","ambinanitelo","anjahana","voloina","anandrivola","antakotako","ankofabe","androndrono","ambodimanga rantabe","antsirabe sahatany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MG32303","maroantsetra",NA,"maroantsetra",NA,"maroantsetra","anjanazana","manambolo","andranofotsy","antakotako","ankofa","ambinanitelo","anjahana","ambanizana","mahalevona","voloina","ankofabe","antsirabe sahatany","rantabe","morafeno","androndrono","ambodimanga rantabe","anandrivola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"voloina","MG32303","voloina",0,"voloina",0,"voloina","ankofa","anjahana","morafeno","ambanizana","mahalevona","ankofabe","rantabe","anjanazana","maroantsetra","manambolo","antakotako","androndrono","anandrivola","andranofotsy","ambinanitelo","ambodimanga rantabe","antsirabe sahatany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankofabe","MG32303","ankofabe",0,"ankofabe",0,"ankofabe","ankofa","rantabe","antakotako","anjahana","anjanazana","manambolo","voloina","morafeno","andranofotsy","ambanizana","androndrono","ambinanitelo","mahalevona","anandrivola","maroantsetra","antsirabe sahatany","ambodimanga rantabe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maroantsetra rv","MG32303","maroantsetra",3,"maroantsetra",3,"maroantsetra","rantabe","anjanazana","antakotako","ambanizana","mahalevona","morafeno","manambolo","andranofotsy","ankofa","ambinanitelo","anjahana","voloina","ankofabe","androndrono","anandrivola","ambodimanga rantabe","antsirabe sahatany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mananara avaratra","MG32304","mananara avaratra",0,"mananara avaratra",0,"mananara avaratra","antanananivo","sandrakatsy","ambatoharanana","antanambaobe","manambolosy","ambodiampana","antanambe","saromaona","ambodivoanio","vanono","andasibe i","imorona","tanibe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MG32304","mananara avaratra",NA,"mananara avaratra",NA,"mananara avaratra","ambodivoanio","imorona","antanambaobe","antanananivo","manambolosy","ambodiampana","sandrakatsy","tanibe","ambatoharanana","antanambe","saromaona","vanono","andasibe i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sarmony","MG32304","saromaona",3,"saromaona",3,"saromaona","vanono","imorona","tanibe","manambolosy","sandrakatsy","antanambe","antanambaobe","andasibe i","ambodivoanio","antanananivo","ambodiampana","ambatoharanana","mananara avaratra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
