"district","distcode","commune","commcode","clinic_id","long","lat"
"Faratsiho","MG12116","Vinaninony Atsimo","MG12116110",503,47.0328,-19.5254
"Faratsiho","MG12116","Faravohitra","MG12116050",504,47.0169,-19.4831
"Antsiranana II","MG71713","Andrafiabe","MG71713110",505,49.4051,-12.5273
"Antsiranana II","MG71713","Andranofanjava","MG71713191",506,49.0419,-12.4797
"Antsiranana II","MG71713","Andranovondronina","MG71713170",507,49.3119,-12.1187
"Antsiranana II","MG71713","Anivorano Nord","MG71713231",508,49.2323,-12.7416
"Antsiranana II","MG71713","Ankarongana","MG71713210",509,49.3942,-12.6667
"Antsiranana II","MG71713","Anketrakabe","MG71713130",510,49.3454,-12.5528
"Antsiranana II","MG71713","Antsahampano","MG71713050",511,49.1888,-12.325
"Antsiranana II","MG71713","Antsalaka","MG71713152",512,49.2512,-12.6404
"Antsiranana II","MG71713","Bobasakoa","MG71713251",513,48.96,-12.81
"Antsiranana II","MG71713","Mahavanona","MG71713070",514,49.3808,-12.46
"Antsiranana II","MG71713","Mosorolava","MG71713254",515,48.9796,-12.762
"Antsiranana II","MG71713","Ramena","MG71713010",516,49.3478,-12.2427
"Antsiranana II","MG71713","Sadjoavato","MG71713151",517,49.3485,-12.6335
"Antsiranana II","MG71713","Joffre Ville","MG71713033",518,49.2029,-12.4974
"Ambanja","MG71719","Ambanja","MG71719010",519,48.4522,-13.6811
"Ambanja","MG71719","Ambalahonko","MG71719130",520,48.471,-13.5283
"Ambanja","MG71719","Ambaliha","MG71719250",521,48.1564,-13.7645
"Ambanja","MG71719","Ambodimanga Ramena","MG71719172",522,48.4955,-13.7635
"Ambanja","MG71719","Ambohimarina","MG71719233",523,48.4972,-13.888
"Ambanja","MG71719","Ankatafa","MG71719350",524,48.3954,-13.6377
"Ambanja","MG71719","Marovato","MG71719231",525,48.5604,-13.9689
"Ambanja","MG71719","Ankatafa","MG71719350",526,48.3695,-13.639
"Ambanja","MG71719","Ankingameloka","MG71719150",527,48.298,-13.8169
"Ambanja","MG71719","Anorontsangana","MG71719310",528,47.9222,-13.9154
"Ambanja","MG71719","Antranokarany","MG71719091",529,48.3869,-13.7268
"Ambanja","MG71719","Antsakoamanondro","MG71719110",530,48.5043,-13.6105
"Ambanja","MG71719","Antsatsaka","MG71719070",531,48.4001,-13.7081
"Ambanja","MG71719","Antsirabe","MG71719330",532,48.1978,-13.8745
"Ambanja","MG71719","Bemaneviky Haut Sambirano","MG71719171",533,48.4931,-13.841
"Ambanja","MG71719","Bemaneviky Ouest","MG71719290",534,47.9681,-13.5246
"Ambanja","MG71719","Djangoa","MG71719092",535,48.3242,-13.8025
"Ambanja","MG71719","Maherivaratra","MG71719210",536,48.5669,-13.5272
"Ambanja","MG71719","Marotolana","MG71719270",537,48.614,-14.0241
"Ambanja","MG71719","Ambohitrandriana","MG71719232",538,48.635,-13.9076
"Ambanja","MG71719","Antafiambotry","MG71719190",539,48.4923,-13.3691
"Ambilobe","MG71717","Ambilobe","MG71717010",540,49.0469,-13.1959
"Ambilobe","MG71717","Ambakirano","MG71717090",541,49.1541,-13.209
"Ambilobe","MG71717","Ambarakaraka","MG71717231",542,48.8484,-13.5137
"Ambilobe","MG71717","Ambatoben'anjavy","MG71717110",543,49.0522,-13.2311
"Ambilobe","MG71717","Ampondralava","MG71717050",544,48.8897,-13.1954
"Ambilobe","MG71717","Anaborano Ifasy","MG71717232",545,48.8221,-13.5491
"Ambilobe","MG71717","Anjiabe Ambony","MG71717171",546,48.8668,-13.222
"Ambilobe","MG71717","Antsaravibe","MG71717130",547,48.9641,-12.921
"Ambilobe","MG71717","Antsohimbondrona","MG71717150",548,48.8588,-13.0927
"Ambilobe","MG71717","Beramanja","MG71717190",549,48.8757,-13.3427
"Ambilobe","MG71717","Betsiaka","MG71717210",550,49.4017,-13.0714
"Ambilobe","MG71717","Manambato","MG71717233",551,49.1167,-13.7
"Ambilobe","MG71717","Mantaly","MG71717030",552,48.9769,-13.179
"Andapa","MG72712","Andapa","MG72712010",553,49.653,-14.665
"Ambilobe","MG71717","Tanambao Marivorahona","MG71717070",554,49.1048,-13.0862
"Ambilobe","MG71717","Beramanja","MG71717190",555,48.8136,-13.3627
"Nosy-Be","MG71718","Dzamandzar","MG71718005",556,48.1921,-13.3525
"Nosy-Be","MG71718","Bemanondrobe","MG71718004",557,48.311,-13.2889
"Nosy-Be","MG71718","Ambatozavavy","MG71718003",558,48.3169,-13.3691
"Nosy-Be","MG71718","Ampangorina","MG71718002",559,48.3484,-13.4427
"Sambava","MG72711","Ambatoafo","MG72711450",560,49.679,-14.1138
"Sambava","MG72711","Amboangibe","MG72711371",561,49.8107,-14.1456
"Sambava","MG72711","Ambodiampana","MG72711410",562,49.8528,-14.528
"Sambava","MG72711","Ambodivoara","MG72711130",563,49.9828,-14.3401
"Sambava","MG72711","Ambohimalaza","MG72711059",564,50.0304,-14.2969
"Sambava","MG72711","Ambohimitsinjo","MG72711210",565,49.9315,-14.3215
"Sambava","MG72711","Analamaho","MG72711190",566,49.9445,-14.2117
"Sambava","MG72711","Andrahanjo","MG72711330",567,49.8253,-14.3149
"Sambava","MG72711","Andratamarina","MG72711250",568,49.901,-14.3552
"Sambava","MG72711","Andrembona","MG72711372",569,49.7912,-14.2023
"Sambava","MG72711","Anjangoveratra","MG72711230",570,50.0608,-14.1239
"Sambava","MG72711","Anjialava","MG72711470",571,49.7313,-14.0817
"Sambava","MG72711","Anjinjaomby","MG72711150",572,49.9701,-14.3022
"Sambava","MG72711","Antindra","MG72711390",573,49.8112,-14.1347
"Sambava","MG72711","Antsahavaribe","MG72711510",574,49.6519,-14.0312
"Sambava","MG72711","Antsambaharo","MG72711310",575,49.9474,-14.5058
"Sambava","MG72711","Bemanevika","MG72711350",576,50.1258,-14.1409
"Sambava","MG72711","Bevonotra","MG72711530",577,49.6108,-14.0724
"Sambava","MG72711","Farahalana","MG72711079",578,50.1547,-14.4251
"Sambava","MG72711","Maroambihy","MG72711430",579,49.8434,-14.5072
"Sambava","MG72711","Marogaona","MG72711270",580,49.8851,-14.1922
"Sambava","MG72711","Marojala","MG72711290",581,50.0325,-14.4691
"Sambava","MG72711","Morafeno","MG72711170",582,50.0468,-14.3669
"Sambava","MG72711","Nosiarina","MG72711090",583,50.0482,-14.2159
"Sambava","MG72711","Tanambao Daoud","MG72711490",584,50.1112,-13.9866
"Sambava","MG72711","Sambava Cu","MG72711010",585,50.1712,-14.2692
"Sambava","MG72711","Ambodiampana","MG72711410",586,49.8897,-14.5129
"Andapa","MG72712","Ambalamanasy II","MG72712210",587,49.5871,-14.5287
"Andapa","MG72712","Ambodiangezoka","MG72712230",588,49.5095,-14.5987
"Andapa","MG72712","Ambodimanga I","MG72712090",589,49.6144,-14.6996
"Andapa","MG72712","Andrakata","MG72712130",590,49.7167,-14.6287
"Andapa","MG72712","Andranomena","MG72712190",591,49.5352,-14.6045
"Andapa","MG72712","Anjialavabe","MG72712330",592,49.4904,-14.1901
"Andapa","MG72712","Anoviara","MG72712290",593,49.8336,-14.7419
"Andapa","MG72712","Antsahamena","MG72712350",594,49.7797,-14.9371
"Andapa","MG72712","Bealampona","MG72712150",595,49.5662,-14.6551
"Andapa","MG72712","Belaoka Marovato","MG72712070",596,49.5933,-14.5935
"Andapa","MG72712","Betsakotsako Andranotsara","MG72712250",597,49.5566,-14.5659
"Andapa","MG72712","Doany","MG72712310",598,49.5155,-14.3744
"Antalaha","MG72710","Ambohitralanana","MG72710210",599,50.4595,-15.2487
"Antalaha","MG72710","Antalaha Ambonivohitra","MG72710010",600,50.2803,-14.8976
"Antalaha","MG72710","Antalaha Ambonivohitra","MG72710010",601,50.2809,-14.9069
"Antalaha","MG72710","Antalaha Ambonivohitra","MG72710010",602,50.2766,-14.8955
"Antalaha","MG72710","Antananambo","MG72710110",603,50.1244,-14.8676
"Antalaha","MG72710","Antombana","MG72710070",604,50.1393,-14.9991
"Antalaha","MG72710","Antsahanoro","MG72710090",605,50.1421,-14.8403
"Antalaha","MG72710","Antsambalahy","MG72710250",606,49.959,-14.7708
"Antalaha","MG72710","Lanjarivo","MG72710230",607,50.0754,-14.6115
"Antalaha","MG72710","Marofinaritra","MG72710130",608,50.1174,-15.0349
"Antalaha","MG72710","Sarahandrano","MG72710151",609,50.0222,-14.8267
"Antalaha","MG72710","Ampohibe","MG72710050",610,50.2995,-15.0337
"Antalaha","MG72710","Ampahana","MG72710030",611,50.2212,-14.7627
"Vohemar","MG72716","Ambalasatrana","MG72716130",612,49.6993,-13.7438
"Toamasina II","MG31310","Ambodiriana","MG31310070",613,49.2716,-17.9334
"Toamasina II","MG31310","Amboditandroroho","MG31310092",614,49.2762,-18.3293
"Toamasina II","MG31310","Ampasimadinika Manambolo","MG31310091",615,49.1978,-18.4441
"Toamasina II","MG31310","Ampasimbe Onibe","MG31310170",616,49.4664,-17.5991
"Toamasina II","MG31310","Amporoforo","MG31310192",617,49.1518,-17.8406
"Toamasina II","MG31310","Andondabe","MG31310211",618,49.3777,-17.7656
"Toamasina II","MG31310","Andranobolaha","MG31310230",619,49.0385,-18.3145
"Toamasina II","MG31310","Antenina","MG31310193",620,48.975,-17.7893
"Toamasina II","MG31310","Antetezambaro","MG31310030",621,49.3873,-18.0697
"Toamasina II","MG31310","Fanandrana","MG31310050",622,49.2388,-18.3079
"Toamasina II","MG31310","Fanandrana","MG31310050",623,49.267,-18.2591
"Toamasina II","MG31310","Fito","MG31310250",624,48.7694,-17.9893
"Toamasina II","MG31310","Mahavelona (Foulpointe)","MG31310110",625,49.5131,-17.6769
"Toamasina II","MG31310","Mangabe","MG31310191",626,49.2337,-17.7266
"Toamasina II","MG31310","Sahambala","MG31310130",627,49.1767,-17.955
"Mandritsara","MG42410","Ambalakirajy","MG42410211",628,48.4238,-15.7933
"Mandritsara","MG42410","Ambarikorano","MG42410171",629,48.9866,-15.8948
"Mandritsara","MG42410","Ambaripaika","MG42410191",630,48.98,-15.7591
"Mandritsara","MG42410","Ambilombe","MG42410270",631,49.0256,-15.5445
"Mandritsara","MG42410","Amboaboa","MG42410130",632,48.7194,-15.945
"Mandritsara","MG42410","Ambodiadabo","MG42410391",633,48.5899,-16.1817
"Mandritsara","MG42410","Ambodiamontana Kianga","MG42410192",634,48.9368,-15.8092
"Mandritsara","MG42410","Ambohisoa","MG42410330",635,48.2945,-15.9079
"Mandritsara","MG42410","Amborondolo","MG42410392",636,48.4852,-16.0995
"Mandritsara","MG42410","Manampaneva","MG42410150",637,48.6812,-16.0513
"Mandritsara","MG42410","Ampatakamaroreny","MG42410350",638,48.7948,-16.4964
"Mandritsara","MG42410","Andohajango","MG42410290",639,48.4962,-15.9085
"Mandritsara","MG42410","Andratamarina","MG42410172",640,49.0494,-15.8552
"Mandritsara","MG42410","Anjiabe","MG42410310",641,48.3509,-15.597
"Mandritsara","MG42410","Ankiabe-Salohy","MG42410371",642,48.7341,-15.6105
"Mandritsara","MG42410","Antanambaon'amberina","MG42410410",643,49.1128,-16.409
"Mandritsara","MG42410","Antsatramidola","MG42410231",644,48.9677,-15.6333
"Mandritsara","MG42410","Antsiatsiaka","MG42410112",645,49.1094,-16.0592
"Mandritsara","MG42410","Antsirabe Centre","MG42410111",646,48.9652,-15.9552
"Mandritsara","MG42410","Antsoha","MG42410050",647,48.8028,-15.7698
"Mandritsara","MG42410","Kalandy","MG42410090",648,48.7435,-15.8306
"Mandritsara","MG42410","Marotandrano","MG42410250",649,48.8403,-16.1767
"Mandritsara","MG42410","Pont Sofia","MG42410372",650,48.6482,-15.4953
"Mandritsara","MG42410","Tsaratanana","MG42410070",651,48.8373,-15.9593
"Vohemar","MG72716","Ampanefena","MG72716231",652,49.9488,-13.8607
"Vohemar","MG72716","Ampisikinana","MG72716330",653,49.804,-12.947
"Vohemar","MG72716","Fanambana","MG72716050",654,49.9743,-13.4585
"Vohemar","MG72716","Andrafainkona","MG72716210",655,49.4665,-13.7422
"Vohemar","MG72716","Andravory","MG72716190",656,49.6034,-13.8669
"Vohemar","MG72716","Ambodisambalahy","MG72716232",657,49.8466,-13.8119
"Vohemar","MG72716","Belambo","MG72716350",658,49.856,-14.021
"Vohemar","MG72716","Bobakindro","MG72716090",659,49.6819,-13.4734
"Vohemar","MG72716","Daraina","MG72716110",660,49.659,-13.205
"Vohemar","MG72716","Fanambana","MG72716050",661,49.9878,-13.5538
"Vohemar","MG72716","Maromokotra Loky","MG72716290",662,49.4739,-13.0082
"Vohemar","MG72716","Milanoa","MG72716070",663,49.7803,-13.5866
"Vohemar","MG72716","Nosibe","MG72716170",664,49.7948,-13.1766
"Vohemar","MG72716","Vohemar","MG72716010",665,49.9918,-13.3737
"Vohemar","MG72716","Amboriala","MG72716270",666,49.4313,-13.846
"Fianarantsoa I","MG21201","Tanana Ambony","MG21201001",667,47.0698,-21.4669
"Fianarantsoa I","MG21201","Manolafaka","MG21201005",668,47.0762,-21.4147
"Fianarantsoa I","MG21201","Tanana Ambony","MG21201001",669,47.0885,-21.4556
"Fianarantsoa I","MG21201","Vatosola","MG21201007",670,47.057,-21.4455
"Fianarantsoa I","MG21201","Tanana Ambany","MG21201002",671,47.0971,-21.4376
"Fianarantsoa I","MG21201","Lalazana","MG21201006",672,47.0602,-21.4859
"Fianarantsoa I","MG21201","Andrainjato Avaratra","MG21201003",673,47.1036,-21.448
"Fianarantsoa I","MG21201","Tanana Ambony","MG21201001",674,47.0875,-21.4567
"Fianarantsoa I","MG21201","Tanana Ambony","MG21201001",675,47.0866,-21.4556
"Fianarantsoa I","MG21201","Tanana Ambony","MG21201001",676,47.0819,-21.4547
"Fianarantsoa I","MG21201","Andrainjato Avaratra","MG21201003",677,47.1102,-21.4641
"Fianarantsoa I","MG21201","Tanana Ambany","MG21201002",678,47.0969,-21.4339
"Fianarantsoa I","MG21201","Tanana Ambony","MG21201001",679,47.0828,-21.4646
"Fianarantsoa I","MG21201","Tanana Ambany","MG21201002",680,47.1021,-21.4424
"Vohibato","MG21224","Alakamisy Itenina","MG21224050",681,47.1569,-21.6461
"Lalangina","MG21220","Ambalakely","MG21220030",682,47.1661,-21.4188
"Lalangina","MG21220","Ambalamahasoa","MG21220210",683,47.1428,-21.3396
"Isandra","MG21225","Ambalamidera II","MG21225090",684,46.8542,-21.3301
"Isandra","MG21225","Ambondrona","MG21225070",685,46.9934,-21.267
"Isandra","MG21225","Andoharanomaitso","MG21225050",686,46.9488,-21.4709
"Lalangina","MG21220","Andrainjato Centre","MG21220011",687,47.139,-21.4948
"Lalangina","MG21220","Andrainjato Est","MG21220012",688,47.1838,-21.5438
"Vohibato","MG21224","Andranomiditra","MG21224230",689,47.2725,-21.6393
"Vohibato","MG21224","Andranovorivato","MG21224190",690,46.9902,-21.628
"Lalangina","MG21220","Androy","MG21220330",691,47.2715,-21.3315
"Isandra","MG21225","Anjoma Itsara","MG21225030",692,46.9169,-21.2205
"Isandra","MG21225","Ankarinarivo Manirisoa","MG21225110",693,47.0359,-21.3916
"Lalangina","MG21220","Fandrandava","MG21220430",694,47.2452,-21.521
"Isandra","MG21225","Fanjakana","MG21225190",695,46.8875,-21.1815
"Lalangina","MG21220","Alatsinainy Ialamarina","MG21220350",696,47.3035,-21.5285
"Isandra","MG21225","Iavonomby Vohibola","MG21225210",697,47.0671,-21.3259
"Isandra","MG21225","Isorana","MG21225010",698,46.9333,-21.3194
"Lalangina","MG21220","Ivoamba","MG21220070",699,47.1492,-21.3946
"Vohibato","MG21224","Mahaditra","MG21224270",700,47.0958,-21.7682
"Vohibato","MG21224","Mahaditra","MG21224270",701,47.0687,-21.7792
"Vohibato","MG21224","Mahasoabe","MG21224010",702,47.2164,-21.5905
"Lalangina","MG21220","Mahatsinjony","MG21220111",703,47.2027,-21.4211
"Isandra","MG21225","Mahazoarivo","MG21225170",704,46.8226,-21.3733
"Vohibato","MG21224","Maneva","MG21224150",705,47.0749,-21.5797
"Isandra","MG21225","Nasandratrony","MG21225150",706,47.0333,-21.3556
"Lalangina","MG21220","Sahambavy","MG21220112",707,47.257,-21.4408
"Vohibato","MG21224","Soaindrana","MG21224250",708,47.0415,-21.5149
"Isandra","MG21225","Soatanana","MG21225130",709,46.9207,-21.3888
"Vohibato","MG21224","Talata Ampano","MG21224070",710,47.0375,-21.5633
"Vohibato","MG21224","Vinanitelo","MG21224030",711,47.2627,-21.7361
"Vohibato","MG21224","Vohimarina","MG21224130",712,46.9062,-21.6283
"Lalangina","MG21220","Taindambo","MG21220090",713,47.1822,-21.4437
"Ambalavao","MG21205","Ambalavao","MG21205010",714,46.9384,-21.8302
"Ambalavao","MG21205","Ambinanindovoka","MG21205190",715,47.095,-21.9338
"Ambalavao","MG21205","Ambinaniroa","MG21205212",716,46.4929,-21.9072
"Ambalavao","MG21205","Ambohimahamasina","MG21205230",717,47.1757,-21.9356
"Ambalavao","MG21205","Ambohimandroso","MG21205071",718,46.9606,-21.892
"Ambalavao","MG21205","Andrainjato","MG21205072",719,46.9865,-21.9119
"Ambalavao","MG21205","Anjoma","MG21205090",720,47.0338,-21.8879
"Ambalavao","MG21205","Ankaramena","MG21205211",721,46.6417,-21.9466
"Ambalavao","MG21205","Besoa","MG21205150",722,46.7728,-21.9104
"Ambalavao","MG21205","Fenoarivo","MG21205290",723,46.3862,-21.7189
"Ambalavao","MG21205","Iarintsena","MG21205050",724,46.8801,-21.8282
"Ambalavao","MG21205","Kirano","MG21205110",725,47.0248,-21.8394
"Ambalavao","MG21205","Mahazony","MG21205170",726,47.0264,-21.9885
"Ambalavao","MG21205","Manamisoa","MG21205030",727,46.9712,-21.7759
"Ambalavao","MG21205","Miarinarivo","MG21205250",728,47.0568,-22.0678
"Ambalavao","MG21205","Sendrisoa","MG21205130",729,46.9501,-22.0016
"Ambalavao","MG21205","Vohitsaoka","MG21205270",730,46.7246,-22.0346
"Ambalavao","MG21205","Anjoma","MG21205090",731,47.076,-21.84
"Ambohimahasoa","MG21208","Ambalakindresy","MG21208072",732,47.3313,-21.1215
"Ambohimahasoa","MG21208","Ambohimahasoa","MG21208010",733,47.2223,-21.1023
"Ambohimahasoa","MG21208","Ambohinamboarina","MG21208230",734,47.0517,-21.0321
"Ambohimahasoa","MG21208","Ampitana","MG21208030",735,47.2178,-21.1306
"Vohibato","MG21224","Mahaditra","MG21224270",736,47.1664,-21.8377
"Ambohimahasoa","MG21208","Ankerana","MG21208050",737,47.1664,-21.1184
"Ambohimahasoa","MG21208","Befeta","MG21208270",738,47.0489,-21.2326
"Ambohimahasoa","MG21208","Camp Robin","MG21208252",739,47.1409,-20.9296
"Ambohimahasoa","MG21208","Fiadanana","MG21208290",740,47.1773,-20.8747
"Ambohimahasoa","MG21208","Isaka","MG21208211",741,47.0166,-21.1396
"Ambohimahasoa","MG21208","Ikalalao","MG21208150",742,47.109,-21.1824
"Ambohimahasoa","MG21208","Manandroy","MG21208071",743,47.2687,-21.1367
"Ambohimahasoa","MG21208","Morafeno","MG21208130",744,47.2912,-21.2051
"Ambohimahasoa","MG21208","Ambatosoa","MG21208190",745,47.2549,-20.9698
"Ambohimahasoa","MG21208","Sahatona","MG21208251",746,47.102,-20.9622
"Ambohimahasoa","MG21208","Sahave","MG21208110",747,47.1156,-21.0796
"Ambohimahasoa","MG21208","Vohiposa","MG21208170",748,47.1619,-20.9957
"Ambohimahasoa","MG21208","Vohitrarivo","MG21208212",749,46.9629,-21.0906
"Ikalamavony","MG21219","Ambatomainty","MG21219070",750,46.4472,-20.8997
"Ikalamavony","MG21219","Fitampito","MG21219090",751,46.3083,-20.9648
"Ikalamavony","MG21219","Ikalamavony","MG21219010",752,46.5971,-21.1636
"Ikalamavony","MG21219","Mangidy","MG21219030",753,46.7958,-21.2544
"Ikalamavony","MG21219","Tanamarina Sakay","MG21219110",754,46.6027,-21.4679
"Ikalamavony","MG21219","Solila","MG21219050",755,46.6171,-21.417
"Ikalamavony","MG21219","Tanamarina Bekisopa","MG21219150",756,45.8858,-21.645
"Ikalamavony","MG21219","Tsitondroina","MG21219130",757,46.2454,-21.2867
"Ambositra","MG22203","Alakamisy Ambohijato","MG22203210",758,47.3152,-20.5673
"Ambositra","MG22203","Ambalamanakana","MG22203250",759,47.1825,-20.7415
"Ambositra","MG22203","Ambatofitorahana","MG22203390",760,47.1822,-20.8177
"Ambositra","MG22203","Sahatsiho Ambohimanjaka","MG22203450",761,47.0916,-20.2011
"Ambositra","MG22203","Ambohimitombo I","MG22203491",762,47.3904,-20.6791
"Ambositra","MG22203","Ambohimitombo II","MG22203492",763,47.4466,-20.6116
"Ambositra","MG22203","Ambositra I","MG22203010",764,47.2487,-20.5181
"Ambositra","MG22203","Ambositra I","MG22203010",765,47.2493,-20.5488
"Ambositra","MG22203","Ambositra II","MG22203030",766,47.2624,-20.5186
"Ambositra","MG22203","Andina","MG22203090",767,47.156,-20.5253
"Ambositra","MG22203","Ankazoambo","MG22203050",768,47.2356,-20.5709
"Ambositra","MG22203","Antoetra","MG22203410",769,47.3175,-20.7754
"Ambositra","MG22203","Fahizay","MG22203190",770,47.3367,-20.5099
"Ambositra","MG22203","Ihadilanana","MG22203310",771,47.0362,-20.4549
"Ambositra","MG22203","Ilaka Centre","MG22203290",772,47.1409,-20.3266
"Ambositra","MG22203","Imerina Imady","MG22203110",773,47.3209,-20.527
"Ambositra","MG22203","Ivato","MG22203130",774,47.2004,-20.627
"Ambositra","MG22203","Ivony Miaramiasa","MG22203070",775,47.2001,-20.5644
"Ambositra","MG22203","Kianjandrakefina","MG22203230",776,47.3481,-20.6161
"Ambositra","MG22203","Mahazina Ambohipierenana","MG22203430",777,47.0698,-20.3445
"Ambositra","MG22203","Marosoa","MG22203170",778,47.3652,-20.5424
"Ambositra","MG22203","Marosoa","MG22203170",779,47.3702,-20.5231
"Ambositra","MG22203","Tsarasaotra","MG22203150",780,47.2119,-20.4444
"Ambositra","MG22203","Vohidahy","MG22203552",781,47.5527,-20.5594
"Ambositra","MG22203","Ambositra I","MG22203010",782,47.2502,-20.521
"Ambositra","MG22203","Ambositra I","MG22203010",783,47.2467,-20.5322
"Ambatofinandrahana","MG22202","Ambatofinandrahana","MG22202010",784,46.801,-20.5537
"Ambatofinandrahana","MG22202","Ambatomifanongoa","MG22202110",785,46.9164,-20.206
"Ambatofinandrahana","MG22202","Ambondromisotra","MG22202090",786,46.9045,-20.3241
"Manandriana","MG22223","Andakatany","MG22223172",787,47.0106,-20.5076
"Ambatofinandrahana","MG22202","Amborompotsy","MG22202130",788,46.2465,-20.6062
"Ambatofinandrahana","MG22202","Fenoarivo","MG22202050",789,46.8779,-20.8697
"Ambatofinandrahana","MG22202","Itremo","MG22202030",790,46.6357,-20.5945
"Ambatofinandrahana","MG22202","Mandrosonoro","MG22202150",791,46.0004,-20.5912
"Ambatofinandrahana","MG22202","Mangataboahangy","MG22202170",792,46.1913,-20.2658
"Ambatofinandrahana","MG22202","Soavina","MG22202070",793,46.9143,-20.3832
"Fandriana","MG22204","Alakamisy Ambohimahazo","MG22204210",794,47.3836,-20.4744
"Fandriana","MG22204","Ankarinoro","MG22204130",795,47.4832,-20.3267
"Fandriana","MG22204","Betsimisotra","MG22204192",796,47.5133,-20.2848
"Fandriana","MG22204","Fandriana","MG22204010",797,47.3835,-20.2483
"Fandriana","MG22204","Fiadanana","MG22204070",798,47.4003,-20.3404
"Fandriana","MG22204","Imito","MG22204230",799,47.3323,-20.4209
"Fandriana","MG22204","Mahazoarivo","MG22204170",800,47.4128,-20.3965
"Fandriana","MG22204","Milamaina","MG22204030",801,47.3902,-20.2652
"Fandriana","MG22204","Miarinavaratra","MG22204191",802,47.5,-20.2167
"Fandriana","MG22204","Sahamadio Fisakana","MG22204050",803,47.4,-20.2981
"Fandriana","MG22204","Sandrandahy","MG22204150",804,47.295,-20.3517
"Fandriana","MG22204","Tatamalaza","MG22204110",805,47.4448,-20.2037
"Manandriana","MG22223","Ambatomarina","MG22223171",806,47.0203,-20.5715
"Manandriana","MG22223","Ambohimahazo","MG22223030",807,47.0728,-20.6917
"Manandriana","MG22223","Ambohimilanja","MG22223070",808,47.0425,-20.702
"Manandriana","MG22223","Ambohipo","MG22223090",809,47.0123,-20.8448
"Manandriana","MG22223","Ambovombe Centre","MG22223010",810,47.0769,-20.777
"Manandriana","MG22223","Anjoma Nandihizana","MG22223050",811,47.119,-20.8345
"Manandriana","MG22223","Anjoman'ankona","MG22223110",812,47.1053,-20.6552
"Manandriana","MG22223","Talata Vohimena","MG22223150",813,46.9673,-20.863
"Manandriana","MG22223","Vinany Andakatanikely","MG22223130",814,47.0637,-20.6419
"Farafangana","MG25213","Ambalatany","MG25213471",815,47.5861,-22.5368
"Farafangana","MG25213","Ambohimandroso","MG25213330",816,47.5033,-22.7455
"Farafangana","MG25213","Amporoforo","MG25213190",817,47.795,-22.4546
"Farafangana","MG25213","Ankarana Miraihina","MG25213350",818,47.6305,-23.0852
"Farafangana","MG25213","Anosivelo","MG25213050",819,47.7882,-22.7405
"Farafangana","MG25213","Anosy Tsararafa","MG25213070",820,47.8098,-22.7241
"Farafangana","MG25213","Antseranambe","MG25213530",821,47.6463,-23.1704
"Farafangana","MG25213","Beretra Bevoay","MG25213250",822,47.6038,-22.7223
"Farafangana","MG25213","Efatsy","MG25213430",823,47.6102,-23.1128
"Farafangana","MG25213","Etrotroka Atsimo","MG25213390",824,47.5885,-22.8899
"Farafangana","MG25213","Evato","MG25213370",825,47.6872,-22.6161
"Farafangana","MG25213","Farafangana","MG25213010",826,47.8311,-22.8228
"Farafangana","MG25213","Fenoarivo","MG25213510",827,47.5704,-23.1265
"Befotaka","MG25222","Ranotsara Sud","MG25222051",828,46.6507,-23.7325
"Midongy-Atsimo","MG25215","Andranolalina","MG25215031",829,46.9911,-23.4713
"Midongy-Atsimo","MG25215","Ankazovelo","MG25215012",830,47.007,-23.6576
"Midongy-Atsimo","MG25215","Ivondro","MG25215051",831,46.9578,-23.192
"Midongy-Atsimo","MG25215","Nosifeno","MG25215011",832,47.0158,-23.5869
"Midongy-Atsimo","MG25215","Soakibany","MG25215052",833,46.9615,-22.9283
"Midongy-Atsimo","MG25215","Maliorano","MG25215032",834,47.0444,-23.3093
"Vangaindrano","MG25214","Ambatolava","MG25214212",835,47.2889,-23.5728
"Vangaindrano","MG25214","Ambongo","MG25214211",836,47.2532,-23.4292
"Vangaindrano","MG25214","Amparihy Est","MG25214331",837,47.333,-23.9721
"Vangaindrano","MG25214","Ampasimalemy","MG25214031",838,47.5644,-23.3335
"Vangaindrano","MG25214","Ampataka","MG25214132",839,47.463,-23.3542
"Vangaindrano","MG25214","Anilobe","MG25214112",840,47.4776,-23.1996
"Antanambao Manampontsy","MG31311","Antanambao Manampontsy","MG31311010",841,48.5749,-19.4832
"Antanambao Manampontsy","MG31311","Antanandehibe","MG31311070",842,48.3514,-19.6788
"Antanambao Manampontsy","MG31311","Mahela","MG31311030",843,48.4879,-19.4962
"Antanambao Manampontsy","MG31311","Manakana","MG31311090",844,48.393,-19.7299
"Antanambao Manampontsy","MG31311","Saivaza","MG31311050",845,48.5853,-19.6645
"Mahanoro","MG31308","Ambodibonara","MG31308130",846,48.516,-20.3188
"Mahanoro","MG31308","Ambodiharina","MG31308050",847,48.7702,-20.0105
"Mahanoro","MG31308","Ankazotsifantatra","MG31308150",848,48.5033,-19.9862
"Mahanoro","MG31308","Betsizaraina","MG31308012",849,48.7557,-19.9609
"Mahanoro","MG31308","Mahanoro","MG31308011",850,48.8084,-19.8969
"Mahanoro","MG31308","Manjakandriana","MG31308070",851,48.5711,-19.8079
"Mahanoro","MG31308","Masomeloka","MG31308090",852,48.6262,-20.2849
"Mahanoro","MG31308","Tsaravinany","MG31308030",853,48.6543,-19.7535
